Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
oldegreen.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
thelogodept.com,0,0,1,6,0,0,1,0,0,1,0,1,0,0,1,0,1
commercialinvestingcenter.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
efenergyplus.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
acrpkids-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
digitalmillionaires.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
flinthillsbusinessconsulting.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
thatsmint.work,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
betasus-giir.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
wilstv.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
greenpoint.art.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
citigroupsmy.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
secure.runescape.com-as.ru,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
mediaset.it,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
godaddy1.hisastudio.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
jalopnik.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
otomoto.pl,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
enigreen.net,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
app66560000.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
wilstv.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
skyrock.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
distractify.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
verfiayiosnmer.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
kotaku.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
internet-banking.ch-creditsuisse.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
a-onetraders.com,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
di448620c5wng.cloudfront.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
lojaxgrowup.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
avsbms.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
vrl.to,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
server.skicoupons.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
mail01.tinyletterapp.com,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
recover.tym.tw,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
join-groub-whatsapp34.25u.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
nordcity.by,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
evisionlegal.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
webpageshome.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
getpocket.com,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
nymag.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
i-to.cc,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
cashwix.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
obixpdf.sa7o.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
icicibank.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
oldschool-membership.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
cybergata.com,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ig-fosa.ch,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1
thetechssolutions.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
venturebeat.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
kunstpris.dk,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
jiibli.muhamedkhalid.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
vk.cc,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
meljackson.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
comoliberarhuawei.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
mixi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
espn.go.com,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,0
nymag.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
sparkpassedecom.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
bcpzonasegurabeta-viabcp-com.fusiontechsoftware.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
faridabadeducationcouncil.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
barclaycard.signln.link,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
espace-client.net,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
bpl.kr,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
berliner-sparkasse.de.es-public.com,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1
codepen.io,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
phytoger.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
perezhilton.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
logok.org,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1
prettanike.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
fanpage.gr,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
am-t.by,0,0,0,5,0,0,0,1,0,1,0,1,0,0,1,0,1
slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
rextraening.dk,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
squads.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
visteme.mx,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
ascmgpr.ir,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
borrachao.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
milpitaslions.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
aurapropaganda.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
profinishmi.com,0,1,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
joankaslaan.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
jcosma.com,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
yourlust.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
link-masuk-grup-bokep-terbaru-kk.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
zozo.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
hmrc.gov-taxreturn-uk.org,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
mysp.ac,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
variety.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0
mashable.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
lindadiasdasmae.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
detes.sk,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
satkom.id,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
eternityflooringcom-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
parnetsgroup.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
freetrafficprofitsystem.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
165.22.103.235,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
aberturasagma.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1
fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
danielescivoli.it,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,0
u.to,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
mylovejar.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1
vnexpress.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
wdestaques11.modelodeaproveitar.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
mattfitterer.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
loudweb.czweb.org,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
pitchfork.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
wpengine.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
dhlexpressmail.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
enquiry-id-918412.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
dwarder.calon-sarjana25.co.uk,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
fudavida.org,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
1drv.ms,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
marufulislam.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
summa.cash.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
skyrock.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
fr57f6yg.gb.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
gold-mail.ru:443,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
diply.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
itchyrichy.com,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1
myeebillings.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
screencast.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
idioblastic-engine.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
subscription.aciabridge.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cookpad.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
rohtolab.com,0,0,1,9,0,0,0,0,0,0,0,1,0,0,1,0,1
paypal-support-help-inc.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
lynkos.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
seesaawiki.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
taijishentie.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
darktoxicity.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
ziptopia53.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1
teespring.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
u4131462.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ebay-co-uk.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
otomoto.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
censor.net.ua,0,0,1,14,0,0,0,0,0,1,0,1,0,0,1,0,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
espn.go.com,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
buyxtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
blubrown.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
clien.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
zbavit.live,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
portraitomar.net,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
shiptoislands.com,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
delgadaygordo.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
argus-garage-doors-repair.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
cimer-basvurcomtr.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
bcpzonasegurabeta.viabcp.com.rcginsurance.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
rt.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
